Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,14T,17T,18T,19T,20T,21T,24T,25T,26T,27T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,44T,46T,62T,63T,57T,58T,67T,68T,69T,70T(เก่า),71T,72T(เก่า),73T,75T,76T,77T,79T,80T
1/1/2018,17,n/a,n/a,21,30,n/a,27,31,15,n/a,31,n/a,n/a,n/a,25,n/a,n/a,17,n/a,23,35,n/a,16,n/a,n/a,n/a,n/a,27,20,n/a,n/a,n/a,16,n/a,n/a,10,16,11,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,25,24,26,10
2/1/2018,25,n/a,n/a,26,33,n/a,30,37,17,n/a,33,n/a,n/a,n/a,33,n/a,n/a,21,n/a,35,45,n/a,20,n/a,27,n/a,n/a,28,n/a,n/a,n/a,n/a,17,n/a,n/a,15,20,13,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,28,29,31,13
3/1/2018,34,n/a,n/a,38,42,n/a,40,50,22,n/a,40,n/a,n/a,n/a,38,n/a,n/a,35,n/a,42,60,n/a,29,n/a,34,n/a,n/a,28,16,n/a,n/a,n/a,19,n/a,n/a,10,23,16,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18,29,32,36,11
4/1/2018,41,n/a,n/a,39,45,n/a,45,53,24,n/a,51,n/a,n/a,n/a,55,n/a,n/a,36,n/a,49,79,n/a,37,n/a,45,n/a,n/a,30,21,n/a,n/a,n/a,20,n/a,n/a,11,20,11,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,32,44,44,12
5/1/2018,42,n/a,n/a,51,53,n/a,51,58,27,n/a,59,n/a,n/a,n/a,56,n/a,n/a,47,n/a,48,72,n/a,55,n/a,64,n/a,n/a,23,22,n/a,n/a,n/a,20,n/a,n/a,14,36,17,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,37,49,47,12
6/1/2018,46,n/a,n/a,42,n/a,n/a,48,52,25,n/a,54,n/a,n/a,n/a,60,n/a,n/a,61,n/a,52,49,n/a,46,n/a,68,n/a,n/a,30,39,n/a,n/a,n/a,22,n/a,n/a,13,35,13,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18,40,49,58,14
7/1/2018,8,n/a,n/a,26,n/a,n/a,19,20,10,n/a,15,n/a,n/a,n/a,18,n/a,n/a,41,n/a,16,18,n/a,17,n/a,n/a,n/a,n/a,31,40,n/a,n/a,n/a,29,n/a,n/a,10,31,9,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22,34,24,37,12
8/1/2018,8,n/a,n/a,10,n/a,n/a,16,16,10,n/a,15,n/a,n/a,n/a,21,n/a,n/a,34,n/a,12,10,n/a,16,n/a,n/a,n/a,n/a,26,35,n/a,n/a,n/a,45,n/a,n/a,13,35,6,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28,32,30,22,8
9/1/2018,8,n/a,n/a,22,14,n/a,22,21,14,n/a,19,n/a,n/a,n/a,17,n/a,n/a,46,n/a,22,12,n/a,23,n/a,n/a,n/a,n/a,24,24,n/a,n/a,n/a,26,n/a,n/a,9,30,6,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,30,40,35,9
10/1/2018,10,n/a,n/a,10,9,n/a,17,21,8,n/a,21,n/a,n/a,n/a,20,n/a,n/a,29,n/a,26,26,n/a,18,n/a,n/a,n/a,n/a,22,23,n/a,n/a,n/a,29,n/a,n/a,8,15,10,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,25,n/a,31,8
11/1/2018,22,n/a,n/a,25,29,n/a,35,44,18,n/a,35,n/a,n/a,n/a,30,n/a,n/a,33,n/a,35,50,n/a,16,n/a,25,n/a,n/a,37,30,n/a,n/a,n/a,28,n/a,n/a,6,27,8,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,27,31,26,8
12/1/2018,26,n/a,n/a,34,33,n/a,37,50,16,n/a,39,n/a,n/a,n/a,31,n/a,n/a,27,n/a,50,58,n/a,18,n/a,26,n/a,n/a,21,n/a,n/a,n/a,n/a,11,n/a,n/a,12,27,n/a,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18,31,28,32,8
13/1/2018,34,n/a,n/a,36,46,n/a,44,58,19,n/a,50,n/a,n/a,n/a,41,n/a,n/a,33,n/a,51,65,n/a,27,n/a,35,n/a,n/a,25,15,n/a,n/a,n/a,21,n/a,n/a,19,31,12,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23,27,47,41,14
14/1/2018,41,n/a,n/a,38,48,n/a,45,62,20,n/a,52,n/a,n/a,n/a,56,n/a,n/a,42,n/a,51,61,n/a,35,n/a,43,n/a,n/a,33,25,n/a,n/a,n/a,27,n/a,n/a,17,24,13,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23,35,37,45,19
15/1/2018,43,n/a,n/a,52,54,n/a,55,72,25,n/a,63,n/a,n/a,n/a,50,n/a,n/a,43,n/a,46,80,n/a,35,n/a,40,n/a,n/a,36,34,n/a,n/a,n/a,26,n/a,n/a,15,30,17,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,54,35,45,17
16/1/2018,58,n/a,n/a,55,64,n/a,67,77,31,n/a,76,n/a,n/a,n/a,70,n/a,n/a,60,n/a,61,93,n/a,35,n/a,57,n/a,n/a,40,36,n/a,n/a,n/a,32,n/a,n/a,13,42,17,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24,53,58,51,14
17/1/2018,99,n/a,n/a,69,81,n/a,87,99,40,n/a,106,n/a,n/a,n/a,105,n/a,n/a,80,n/a,73,114,n/a,64,n/a,96,n/a,n/a,40,33,n/a,n/a,n/a,27,n/a,n/a,14,47,13,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23,47,61,60,12
18/1/2018,50,n/a,n/a,54,61,n/a,59,73,30,n/a,63,n/a,n/a,n/a,70,n/a,n/a,69,n/a,73,105,n/a,75,n/a,67,n/a,n/a,35,29,n/a,n/a,n/a,34,n/a,n/a,16,35,16,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24,45,49,61,20
19/1/2018,53,n/a,n/a,57,58,n/a,59,76,31,n/a,70,n/a,n/a,n/a,60,n/a,n/a,64,n/a,69,105,n/a,49,n/a,41,n/a,n/a,33,27,n/a,n/a,n/a,32,n/a,n/a,13,33,16,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22,46,45,57,18
20/1/2018,42,n/a,n/a,45,55,n/a,51,65,26,n/a,56,n/a,n/a,n/a,56,n/a,n/a,53,n/a,67,83,n/a,37,n/a,46,n/a,n/a,37,32,n/a,n/a,n/a,32,n/a,n/a,12,31,6,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,62,41,58,10
21/1/2018,63,n/a,n/a,62,69,n/a,72,87,33,n/a,82,n/a,n/a,n/a,79,n/a,n/a,66,n/a,66,108,n/a,61,n/a,78,n/a,n/a,41,34,n/a,n/a,n/a,34,n/a,n/a,10,39,15,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,57,48,57,9
22/1/2018,66,n/a,n/a,97,75,n/a,77,105,38,n/a,92,n/a,n/a,n/a,74,n/a,n/a,69,n/a,65,111,n/a,52,n/a,83,n/a,n/a,33,23,n/a,n/a,n/a,30,n/a,n/a,9,30,8,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,56,47,66,9
23/1/2018,49,n/a,n/a,66,55,n/a,61,78,30,n/a,65,n/a,n/a,n/a,51,n/a,n/a,62,n/a,n/a,81,n/a,30,n/a,58,n/a,n/a,32,26,n/a,n/a,n/a,33,n/a,n/a,n/a,35,9,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,55,46,66,11
24/1/2018,44,n/a,n/a,n/a,58,n/a,61,72,47,n/a,60,n/a,n/a,n/a,65,n/a,n/a,69,n/a,64,74,n/a,30,n/a,52,n/a,n/a,24,18,n/a,n/a,n/a,32,n/a,n/a,9,38,14,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,48,49,79,9
25/1/2018,19,n/a,n/a,n/a,27,n/a,34,35,35,n/a,31,n/a,n/a,n/a,32,n/a,n/a,66,n/a,53,25,n/a,12,n/a,35,n/a,n/a,27,19,n/a,n/a,n/a,34,n/a,n/a,11,47,14,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22,52,52,73,9
26/1/2018,9,n/a,n/a,17,16,n/a,22,24,22,n/a,18,n/a,n/a,n/a,18,n/a,n/a,60,n/a,22,13,n/a,13,n/a,24,n/a,n/a,26,19,n/a,n/a,n/a,53,n/a,n/a,11,39,18,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,44,39,39,11
27/1/2018,8,n/a,n/a,17,12,n/a,19,21,20,n/a,18,n/a,n/a,n/a,23,n/a,n/a,35,n/a,17,12,n/a,11,n/a,24,n/a,n/a,30,26,n/a,n/a,n/a,38,n/a,n/a,8,25,13,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30,41,33,26,11
28/1/2018,7,n/a,n/a,13,13,n/a,19,23,18,n/a,18,n/a,n/a,n/a,17,n/a,n/a,39,n/a,20,12,n/a,10,n/a,n/a,n/a,n/a,29,24,n/a,n/a,n/a,38,n/a,n/a,11,n/a,16,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,49,32,28,9
29/1/2018,7,n/a,n/a,19,14,n/a,20,24,19,n/a,22,n/a,n/a,n/a,19,n/a,n/a,42,n/a,22,14,n/a,11,n/a,23,n/a,n/a,32,25,n/a,n/a,n/a,24,n/a,n/a,11,50,16,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,46,33,27,12
30/1/2018,8,n/a,n/a,16,16,n/a,21,24,19,n/a,19,n/a,n/a,n/a,21,n/a,n/a,48,n/a,21,14,n/a,10,n/a,23,n/a,n/a,29,21,n/a,n/a,n/a,25,n/a,n/a,11,25,19,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,47,30,27,13
31/1/2018,10,n/a,n/a,n/a,19,n/a,21,24,22,n/a,23,n/a,n/a,n/a,22,n/a,n/a,44,n/a,20,13,n/a,10,n/a,21,n/a,n/a,32,30,n/a,n/a,n/a,38,n/a,n/a,7,33,18,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21,60,28,25,13
1/2/2018,23,n/a,n/a,n/a,33,n/a,35,43,30,n/a,36,n/a,n/a,n/a,36,n/a,n/a,34,n/a,17,23,n/a,16,n/a,31,n/a,n/a,35,26,n/a,n/a,n/a,36,n/a,n/a,7,39,14,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,59,33,27,10
2/2/2018,41,n/a,n/a,n/a,54,n/a,51,60,47,n/a,56,n/a,n/a,n/a,51,n/a,n/a,53,n/a,49,59,n/a,18,n/a,37,n/a,n/a,36,32,n/a,n/a,n/a,41,n/a,n/a,10,47,17,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22,62,50,42,11
3/2/2018,n/a,n/a,n/a,n/a,53,n/a,52,64,51,n/a,61,n/a,n/a,n/a,52,n/a,n/a,42,n/a,50,69,n/a,33,n/a,45,n/a,n/a,57,50,n/a,n/a,n/a,52,n/a,n/a,11,n/a,17,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,69,46,43,11
4/2/2018,n/a,n/a,n/a,n/a,65,n/a,59,74,59,n/a,71,n/a,n/a,n/a,60,n/a,n/a,47,n/a,72,84,n/a,45,n/a,56,n/a,n/a,59,51,n/a,n/a,n/a,57,n/a,n/a,12,n/a,19,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35,73,57,59,15
5/2/2018,n/a,n/a,n/a,n/a,67,n/a,62,79,59,n/a,75,n/a,n/a,n/a,65,n/a,n/a,48,n/a,88,104,n/a,50,n/a,61,n/a,n/a,64,54,n/a,n/a,n/a,60,n/a,n/a,13,n/a,20,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39,80,62,66,16
6/2/2018,n/a,n/a,n/a,n/a,58,n/a,51,61,51,n/a,66,n/a,n/a,n/a,59,n/a,n/a,57,n/a,88,90,n/a,47,n/a,54,n/a,n/a,74,65,n/a,n/a,n/a,66,n/a,n/a,16,n/a,23,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41,74,59,69,18
7/2/2018,n/a,n/a,n/a,n/a,90,n/a,86,95,79,n/a,96,n/a,n/a,n/a,86,n/a,n/a,81,n/a,89,115,n/a,47,n/a,73,n/a,n/a,63,57,n/a,n/a,n/a,64,n/a,n/a,17,n/a,23,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44,49,78,85,19
8/2/2018,62,n/a,n/a,n/a,90,n/a,76,80,81,n/a,83,n/a,n/a,n/a,82,n/a,n/a,94,n/a,69,61,n/a,49,n/a,72,n/a,n/a,58,51,n/a,n/a,n/a,67,n/a,n/a,23,76,29,33,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46,55,82,81,20
9/2/2018,n/a,n/a,n/a,n/a,50,n/a,48,55,50,n/a,49,n/a,n/a,n/a,49,n/a,n/a,70,n/a,53,39,n/a,38,n/a,58,n/a,n/a,53,47,n/a,n/a,n/a,75,n/a,n/a,31,82,42,45,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,51,53,82,60,34
10/2/2018,n/a,n/a,n/a,n/a,48,n/a,43,50,47,n/a,45,n/a,n/a,n/a,45,n/a,n/a,65,n/a,42,36,n/a,32,n/a,48,n/a,n/a,48,39,n/a,n/a,n/a,59,n/a,n/a,25,92,33,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41,63,77,50,28
11/2/2018,n/a,n/a,n/a,n/a,48,n/a,44,53,48,n/a,45,n/a,n/a,n/a,43,n/a,n/a,87,n/a,55,38,n/a,28,n/a,46,n/a,n/a,47,42,n/a,n/a,n/a,54,n/a,n/a,30,61,38,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,60,76,68,33
12/2/2018,n/a,n/a,n/a,n/a,56,n/a,55,64,52,n/a,62,n/a,n/a,n/a,57,n/a,n/a,51,n/a,61,51,n/a,28,n/a,53,n/a,n/a,59,54,n/a,n/a,n/a,62,n/a,n/a,19,26,27,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,69,67,75,26
13/2/2018,56,n/a,n/a,n/a,52,n/a,46,60,48,n/a,60,n/a,n/a,n/a,53,n/a,n/a,42,n/a,71,67,n/a,37,n/a,46,n/a,n/a,70,65,n/a,n/a,n/a,45,n/a,n/a,13,31,21,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30,61,41,57,12
14/2/2018,73,n/a,n/a,n/a,74,n/a,72,94,70,n/a,80,n/a,n/a,n/a,64,n/a,n/a,65,n/a,68,99,n/a,38,n/a,56,n/a,n/a,67,64,n/a,n/a,n/a,49,n/a,n/a,16,53,17,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35,66,61,64,17
15/2/2018,57,n/a,n/a,n/a,59,n/a,60,68,60,n/a,62,n/a,n/a,n/a,57,n/a,n/a,80,n/a,64,64,n/a,38,n/a,61,n/a,n/a,54,49,n/a,n/a,n/a,57,n/a,n/a,19,70,20,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,72,72,75,20
16/2/2018,47,n/a,n/a,n/a,45,n/a,48,54,49,n/a,44,n/a,n/a,n/a,44,n/a,n/a,76,n/a,54,46,n/a,27,n/a,50,n/a,n/a,37,34,n/a,n/a,n/a,44,n/a,n/a,25,75,24,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,63,71,56,28
17/2/2018,44,n/a,n/a,n/a,43,n/a,47,51,45,n/a,43,n/a,n/a,n/a,49,n/a,n/a,68,n/a,49,43,n/a,25,n/a,50,n/a,n/a,41,37,n/a,n/a,n/a,43,n/a,n/a,29,70,27,33,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24,62,65,54,31
18/2/2018,39,n/a,n/a,n/a,37,n/a,41,47,39,n/a,40,n/a,n/a,n/a,43,n/a,n/a,51,n/a,41,37,n/a,27,n/a,46,n/a,n/a,46,n/a,n/a,n/a,n/a,56,n/a,n/a,27,77,33,39,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,83,55,50,33
19/2/2018,32,n/a,n/a,n/a,32,n/a,35,43,36,n/a,35,n/a,n/a,n/a,33,n/a,n/a,55,n/a,43,28,n/a,23,n/a,37,n/a,n/a,53,57,n/a,n/a,n/a,74,n/a,n/a,n/a,65,23,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44,94,58,59,14
20/2/2018,12,n/a,n/a,n/a,11,n/a,17,20,15,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,42,n/a,15,11,n/a,15,n/a,22,n/a,n/a,55,59,n/a,n/a,n/a,71,n/a,n/a,7,58,17,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46,79,40,29,10
21/2/2018,17,n/a,n/a,n/a,18,n/a,21,26,20,n/a,19,n/a,n/a,n/a,18,n/a,n/a,29,n/a,13,16,n/a,12,n/a,24,n/a,n/a,55,61,n/a,n/a,n/a,41,n/a,n/a,8,49,18,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46,65,33,28,11
22/2/2018,23,n/a,n/a,n/a,22,n/a,27,33,26,n/a,23,n/a,n/a,n/a,26,n/a,n/a,32,n/a,28,17,n/a,11,n/a,28,n/a,n/a,45,43,n/a,n/a,n/a,37,n/a,n/a,8,23,15,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35,47,35,36,12
23/2/2018,31,n/a,n/a,n/a,29,n/a,33,38,29,n/a,30,n/a,n/a,n/a,35,n/a,n/a,30,n/a,20,18,n/a,11,n/a,31,n/a,n/a,41,39,n/a,n/a,n/a,22,n/a,n/a,7,19,15,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,35,32,32,9
24/2/2018,40,n/a,n/a,n/a,40,n/a,41,48,41,n/a,37,n/a,n/a,n/a,40,n/a,n/a,45,n/a,26,29,n/a,16,n/a,46,n/a,n/a,47,39,n/a,n/a,n/a,23,n/a,n/a,9,27,13,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,24,50,35,9
25/2/2018,35,n/a,n/a,n/a,37,n/a,36,48,41,n/a,32,n/a,n/a,n/a,35,n/a,n/a,46,n/a,41,21,n/a,21,n/a,36,n/a,n/a,42,37,n/a,n/a,n/a,34,n/a,n/a,12,38,17,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,28,48,53,14
26/2/2018,40,n/a,n/a,n/a,38,n/a,44,55,40,n/a,41,n/a,n/a,n/a,39,n/a,n/a,43,n/a,40,37,n/a,17,n/a,35,n/a,n/a,54,49,n/a,n/a,n/a,33,n/a,n/a,11,25,19,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21,29,44,40,14
27/2/2018,31,n/a,n/a,n/a,29,n/a,33,32,35,n/a,30,n/a,n/a,n/a,33,n/a,n/a,39,n/a,28,25,n/a,15,n/a,25,n/a,n/a,53,43,n/a,n/a,n/a,31,n/a,n/a,10,26,19,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22,34,39,32,12
28/2/2018,38,n/a,n/a,n/a,39,n/a,42,38,40,n/a,37,n/a,n/a,n/a,37,n/a,n/a,46,n/a,24,38,n/a,17,n/a,30,n/a,n/a,75,75,n/a,n/a,n/a,36,n/a,n/a,9,41,n/a,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,54,40,26,12
1/3/2018,24,n/a,n/a,n/a,26,n/a,28,27,29,n/a,23,n/a,n/a,n/a,25,n/a,n/a,42,n/a,29,22,n/a,16,n/a,30,n/a,n/a,79,82,n/a,n/a,n/a,50,n/a,n/a,12,60,13,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35,54,50,28,16
2/3/2018,24,n/a,n/a,n/a,21,n/a,27,27,25,n/a,17,n/a,n/a,n/a,29,n/a,n/a,41,n/a,29,21,n/a,14,n/a,27,n/a,n/a,72,74,n/a,n/a,n/a,54,n/a,n/a,9,59,16,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41,63,39,26,12
3/3/2018,15,n/a,n/a,n/a,13,n/a,19,19,17,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,34,n/a,22,12,n/a,9,n/a,15,n/a,n/a,57,58,n/a,n/a,n/a,48,n/a,n/a,9,52,12,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,59,25,36,10
4/3/2018,12,n/a,n/a,n/a,11,n/a,19,18,16,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,32,n/a,21,11,n/a,6,n/a,12,n/a,n/a,59,n/a,n/a,n/a,n/a,67,n/a,n/a,7,48,12,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,69,21,39,12
5/3/2018,11,n/a,n/a,n/a,10,n/a,18,14,17,n/a,n/a,n/a,n/a,n/a,18,n/a,n/a,46,n/a,23,9,n/a,10,n/a,16,n/a,n/a,67,66,n/a,n/a,n/a,117,n/a,n/a,7,50,15,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,100,28,46,9
6/3/2018,14,n/a,n/a,n/a,12,n/a,20,17,17,n/a,n/a,n/a,n/a,n/a,23,n/a,n/a,37,n/a,17,n/a,n/a,10,n/a,19,n/a,n/a,94,86,n/a,n/a,n/a,81,n/a,n/a,6,69,13,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46,107,21,35,10
7/3/2018,17,n/a,n/a,n/a,15,n/a,22,19,22,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,29,n/a,18,n/a,n/a,10,n/a,26,n/a,n/a,65,68,n/a,n/a,n/a,83,n/a,n/a,8,34,15,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58,91,22,34,9
8/3/2018,23,n/a,n/a,n/a,23,n/a,30,29,27,n/a,23,n/a,n/a,n/a,28,n/a,n/a,39,n/a,21,12,n/a,13,n/a,26,n/a,n/a,102,100,n/a,n/a,n/a,61,n/a,n/a,10,33,12,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,68,133,23,23,12
9/3/2018,29,n/a,n/a,n/a,27,n/a,31,32,28,n/a,30,n/a,n/a,n/a,29,n/a,n/a,30,n/a,27,31,n/a,21,n/a,31,n/a,n/a,73,72,n/a,n/a,n/a,41,n/a,n/a,11,27,18,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,114,24,24,13
10/3/2018,43,n/a,n/a,n/a,41,n/a,43,47,43,n/a,42,n/a,n/a,n/a,44,n/a,n/a,38,n/a,39,53,n/a,25,n/a,37,n/a,n/a,39,38,n/a,n/a,n/a,38,n/a,n/a,10,40,14,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18,50,46,37,13
11/3/2018,62,n/a,n/a,n/a,61,n/a,61,65,58,n/a,66,n/a,n/a,n/a,67,n/a,n/a,55,n/a,63,70,n/a,37,n/a,56,n/a,n/a,56,59,n/a,n/a,n/a,61,n/a,n/a,14,40,20,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,54,57,52,14
12/3/2018,76,n/a,n/a,n/a,76,n/a,80,87,75,n/a,82,n/a,n/a,n/a,74,n/a,n/a,81,n/a,74,87,n/a,40,n/a,66,n/a,n/a,51,54,n/a,n/a,n/a,62,n/a,n/a,16,43,21,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44,56,68,63,17
13/3/2018,40,n/a,n/a,n/a,40,n/a,43,45,42,n/a,40,n/a,n/a,n/a,36,n/a,n/a,66,n/a,59,n/a,n/a,22,n/a,44,n/a,n/a,46,48,n/a,n/a,n/a,56,n/a,n/a,13,57,18,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,58,69,47,14
14/3/2018,28,n/a,n/a,n/a,n/a,n/a,30,33,29,n/a,26,n/a,n/a,n/a,27,n/a,n/a,43,n/a,30,n/a,n/a,17,n/a,30,n/a,n/a,66,61,n/a,n/a,n/a,74,n/a,n/a,15,58,20,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,42,70,40,35,18
15/3/2018,26,n/a,n/a,n/a,30,n/a,27,26,24,n/a,24,n/a,n/a,n/a,30,n/a,n/a,38,n/a,24,n/a,n/a,11,n/a,27,n/a,n/a,74,74,n/a,n/a,n/a,73,n/a,n/a,14,41,16,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58,69,29,36,18
16/3/2018,25,n/a,n/a,n/a,31,n/a,26,n/a,25,n/a,28,n/a,n/a,n/a,28,n/a,n/a,32,n/a,27,17,n/a,13,n/a,27,n/a,n/a,86,83,n/a,n/a,n/a,75,n/a,n/a,16,45,18,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65,74,35,42,15
17/3/2018,19,n/a,n/a,n/a,22,n/a,20,20,18,n/a,21,n/a,n/a,n/a,22,n/a,n/a,37,n/a,16,14,n/a,11,n/a,21,n/a,n/a,88,87,n/a,n/a,n/a,62,n/a,n/a,8,56,12,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,53,87,27,32,12
18/3/2018,14,n/a,n/a,n/a,18,n/a,16,16,13,n/a,n/a,n/a,n/a,n/a,18,n/a,n/a,29,n/a,16,n/a,n/a,9,n/a,21,n/a,n/a,97,95,n/a,n/a,n/a,75,n/a,n/a,7,58,15,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,51,73,28,31,7
19/3/2018,15,n/a,n/a,n/a,19,n/a,16,16,15,n/a,17,n/a,n/a,n/a,21,n/a,n/a,28,n/a,16,n/a,n/a,8,n/a,18,n/a,n/a,67,73,n/a,n/a,n/a,80,n/a,n/a,n/a,47,16,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35,62,30,39,11
20/3/2018,22,n/a,n/a,n/a,25,n/a,25,25,21,n/a,28,n/a,n/a,n/a,23,n/a,n/a,40,n/a,28,17,n/a,11,n/a,21,n/a,n/a,60,59,n/a,n/a,n/a,81,n/a,n/a,n/a,59,22,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46,98,28,40,12
21/3/2018,27,n/a,n/a,n/a,29,n/a,26,25,25,n/a,30,n/a,n/a,n/a,26,n/a,n/a,36,n/a,25,15,n/a,14,n/a,26,n/a,n/a,82,83,n/a,n/a,n/a,95,n/a,n/a,15,35,20,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,62,111,24,37,14
